lat,long,pcds,ctry,ru11ind,pcode,urban
51.637436,-4.686369,SA70 7YB,W92000004,D2,SA707YB,0
52.641275,-3.315867,SY21 0DA,W92000004,F2,SY210DA,0
53.161049,-3.001674,CH4 0FA,W92000004,E1,CH40FA,0
51.591958,-2.757315,NP26 4HA,W92000004,C1,NP264HA,1
51.501119,-3.197152,CF4 3AG,W92000004,C1,CF43AG,1
51.654297,-3.648079,SA13 3LW,W92000004,C1,SA133LW,1
53.221712,-4.138039,LL57 9BX,W92000004,C1,LL579BX,1
51.616348,-3.772269,SA12 9LS,W92000004,D1,SA129LS,0
52.590308,-3.852759,SY20 8AE,W92000004,D2,SY208AE,0
51.51224,-3.164299,CF2 6BR,W92000004,C1,CF26BR,1
51.52081,-3.117068,CF3 5TL,W92000004,C1,CF35TL,1
51.536144,-3.010634,NP1 9SQ,W92000004,E1,NP19SQ,0
52.516417,-3.316598,SY16 2AX,W92000004,C2,SY162AX,1
51.601784,-3.010648,NPT 5QA,W92000004,C1,NPT5QA,1
51.643924,-3.250858,CF82 9ZU,W92000004,C1,CF829ZU,1
51.655168,-3.197911,NP12 2EL,W92000004,C1,NP122EL,1
53.225476,-4.140204,LL57 2JY,W92000004,C1,LL572JY,1
51.802199,-3.210913,NP3 5DY,W92000004,C1,NP35DY,1
51.657033,-3.341371,CF45 4LR,W92000004,D1,CF454LR,0
51.811478,-2.71627,NP25 3EE,W92000004,C1,NP253EE,1
51.590893,-3.808654,SA12 6JF,W92000004,C1,SA126JF,1
52.824638,-4.504322,LL53 7DW,W92000004,D2,LL537DW,0
51.524125,-3.144422,CF2 7RU,W92000004,C1,CF27RU,1
53.269458,-3.507422,LL18 5TF,W92000004,D1,LL185TF,0
51.76358,-3.235166,NP22 4JH,W92000004,C1,NP224JH,1
51.665392,-3.19432,NP12 1AA,W92000004,C1,NP121AA,1
51.464801,-3.16322,CF10 4PH,W92000004,C1,CF104PH,1
51.65695,-3.841109,SA10 6BR,W92000004,C1,SA106BR,1
51.482416,-3.17938,CF1 4JS,W92000004,C1,CF14JS,1
51.434971,-3.189566,CF64 3NP,W92000004,C1,CF643NP,1
53.134674,-4.265318,LL55 2LT,W92000004,D1,LL552LT,0
52.825245,-3.300865,SY10 0JH,W92000004,E2,SY100JH,0
51.489593,-3.181006,CF2 4AY,W92000004,C1,CF24AY,1
53.166032,-3.12988,CH7 1UJ,W92000004,C1,CH71UJ,1
52.599614,-3.204352,SY21 8PJ,W92000004,F2,SY218PJ,0
51.520343,-3.577411,CF31 1PQ,W92000004,C1,CF311PQ,1
53.187345,-4.197533,LL56 4QQ,W92000004,D1,LL564QQ,0
53.233569,-4.453945,LL63 5TQ,W92000004,F2,LL635TQ,0
52.448077,-3.533851,SY18 6JF,W92000004,D2,SY186JF,0
53.176858,-2.924224,CH4 8LR,W92000004,C1,CH48LR,1
53.091713,-3.819275,LL24 0BP,W92000004,E2,LL240BP,0
51.469349,-3.197336,CF11 8EJ,W92000004,C1,CF118EJ,1
51.611353,-2.957801,NP18 1BA,W92000004,D1,NP181BA,0
51.418876,-3.385095,CF6 9AP,W92000004,E1,CF69AP,0
51.744837,-3.466727,CF44 0DJ,W92000004,C1,CF440DJ,1
51.490694,-3.160869,CF2 3PU,W92000004,C1,CF23PU,1
53.160136,-3.472028,LL16 5PF,W92000004,F1,LL165PF,0
53.007243,-3.050315,LL14 2ET,W92000004,C1,LL142ET,1
51.673547,-3.803615,SA10 8DU,W92000004,C1,SA108DU,1
52.360725,-4.09043,SY23 4DQ,W92000004,E2,SY234DQ,0
53.267569,-3.934073,LL34 6NE,W92000004,D1,LL346NE,0
52.016796,-4.82822,SA42 0LU,W92000004,D2,SA420LU,0
51.535235,-3.441713,CF7 9XP,W92000004,D1,CF79XP,0
51.602527,-3.341193,CF37 2SR,W92000004,C1,CF372SR,1
51.504393,-3.204053,CF14 3HW,W92000004,C1,CF143HW,1
51.611591,-3.003601,NP20 6WR,W92000004,C1,NP206WR,1
52.015162,-3.379818,LD3 9TL,W92000004,F2,LD39TL,0
51.799739,-3.182365,NP23 4TN,W92000004,C1,NP234TN,1
51.613727,-3.817274,SA12 7BT,W92000004,C1,SA127BT,1
51.63722,-3.242885,CF8 7FA,W92000004,C1,CF87FA,1
51.85085,-4.305571,SA32 7YF,W92000004,C2,SA327YF,1
51.591805,-3.195969,CF83 8AF,W92000004,C1,CF838AF,1
53.301889,-4.619719,LL65 2GB,W92000004,C2,LL652GB,1
51.671818,-4.155724,SA15 2HT,W92000004,C1,SA152HT,1
51.926038,-4.993677,SA62 5SQ,W92000004,E2,SA625SQ,0
51.664225,-3.02677,NP44 1RY,W92000004,C1,NP441RY,1
53.273216,-3.215348,CH8 7BB,W92000004,C1,CH87BB,1
53.327404,-3.470033,LL18 3PP,W92000004,C1,LL183PP,1
51.855132,-4.094004,SA32 8JH,W92000004,F1,SA328JH,0
51.448575,-3.186077,CF11 0SF,W92000004,C1,CF110SF,1
51.750079,-3.415038,CF48 1PW,W92000004,C1,CF481PW,1
51.688254,-4.170019,SA15 3DU,W92000004,C1,SA153DU,1
53.313828,-3.814839,LL30 1PG,W92000004,C1,LL301PG,1
51.521099,-3.263978,CF4 8RF,W92000004,C1,CF48RF,1
51.481196,-3.171039,CF95 1AF,W92000004,C1,CF951AF,1
52.511308,-3.307928,SY16 1NG,W92000004,C2,SY161NG,1
53.007312,-3.299583,LL21 9LE,W92000004,E1,LL219LE,0
51.657176,-3.803948,SA11 1WT,W92000004,C1,SA111WT,1
52.820467,-4.123032,LL45 2PQ,W92000004,F2,LL452PQ,0
51.830074,-4.763329,SA67 8HG,W92000004,F2,SA678HG,0
51.692998,-4.946483,SA72 6JR,W92000004,D1,SA726JR,0
51.701432,-3.900527,SA6 5HY,W92000004,C1,SA65HY,1
51.951725,-3.560026,LD3 8RP,W92000004,F2,LD38RP,0
53.386474,-4.461601,LL68 0SD,W92000004,E2,LL680SD,0
51.574216,-3.217918,CF83 1UD,W92000004,C1,CF831UD,1
51.47969,-3.18219,CF1 1DA,W92000004,C1,CF11DA,1
51.587639,-2.733745,NP6 4YW,W92000004,C1,NP64YW,1
51.533832,-3.129065,CF23 8NZ,W92000004,C1,CF238NZ,1
51.508088,-3.218949,CF4 1NA,W92000004,C1,CF41NA,1
53.181585,-2.937898,CH4 8RS,W92000004,C1,CH48RS,1
51.529767,-3.695218,CF33 6BG,W92000004,C1,CF336BG,1
52.412213,-3.582949,SY18 6SJ,W92000004,E2,SY186SJ,0
52.76015,-3.076413,SY22 6NP,W92000004,E2,SY226NP,0
51.781356,-3.386748,CF48 2TS,W92000004,F1,CF482TS,0
53.333497,-3.426511,LL19 7PY,W92000004,C1,LL197PY,1
51.708934,-5.043849,SA73 3BX,W92000004,C1,SA733BX,1
51.626035,-4.032318,SA2 7TB,W92000004,C1,SA27TB,1
51.722132,-3.124804,NP3 2QF,W92000004,C1,NP32QF,1
53.145964,-3.047717,CH4 0JS,W92000004,D1,CH40JS,0
51.647984,-3.923586,SA1 5YA,W92000004,C1,SA15YA,1
51.644469,-3.986152,SA5 4DG,W92000004,C1,SA54DG,1
53.167506,-3.14401,CH7 5YR,W92000004,C1,CH75YR,1
51.513559,-3.194999,CF14 4JN,W92000004,C1,CF144JN,1
51.604033,-2.904711,NP18 2NN,W92000004,C1,NP182NN,1
51.483608,-3.223624,CF5 9ER,W92000004,C1,CF59ER,1
51.722697,-3.461439,CF44 8LA,W92000004,C1,CF448LA,1
51.803946,-3.215906,NP23 5US,W92000004,C1,NP235US,1
51.811289,-3.030392,NP7 9FF,W92000004,C1,NP79FF,1
53.011039,-3.378157,LL21 9DQ,W92000004,F1,LL219DQ,0
51.581412,-2.974114,NP9 0GN,W92000004,C1,NP90GN,1
51.698247,-3.418311,CF44 8XT,W92000004,C1,CF448XT,1
51.481704,-3.16064,CF2 1HR,W92000004,C1,CF21HR,1
51.657768,-3.178145,NP2 2AN,W92000004,C1,NP22AN,1
51.631028,-3.449618,CF40 2LW,W92000004,C1,CF402LW,1
53.184089,-4.208816,LL57 1HA,W92000004,D1,LL571HA,0
51.493756,-3.190793,CF10 3DW,W92000004,C1,CF103DW,1
51.543905,-3.377194,CF7 8DE,W92000004,C1,CF78DE,1
51.516365,-3.250963,CF15 8AE,W92000004,C1,CF158AE,1
51.494175,-3.172481,CF2 4SH,W92000004,C1,CF24SH,1
51.650871,-3.010337,NP44 8TP,W92000004,C1,NP448TP,1
51.478993,-3.705978,CF36 3XR,W92000004,C1,CF363XR,1
53.227272,-4.521647,LL64 5UX,W92000004,D2,LL645UX,0
51.713839,-4.039539,SA4 8RE,W92000004,D1,SA48RE,0
51.660663,-2.80575,NP16 6AR,W92000004,F1,NP166AR,0
51.648278,-3.637424,SA13 3NY,W92000004,C1,SA133NY,1
52.917065,-4.17827,LL49 9YH,W92000004,E2,LL499YH,0
51.549465,-3.393717,CF72 8TF,W92000004,E1,CF728TF,0
51.628689,-3.228218,CF82 9BP,W92000004,C1,CF829BP,1
51.491295,-3.149087,CF24 1RS,W92000004,C1,CF241RS,1
51.409435,-3.451843,CF6 9NH,W92000004,C1,CF69NH,1
51.558869,-3.263583,CF4 7TP,W92000004,C1,CF47TP,1
51.587396,-2.820605,NP26 3YX,W92000004,D1,NP263YX,0
53.317763,-4.647179,LL65 1YE,W92000004,C2,LL651YE,1
52.061814,-4.704684,SA43 3NS,W92000004,F2,SA433NS,0
51.589771,-3.319566,CF37 5BT,W92000004,C1,CF375BT,1
52.917701,-4.028676,LL47 6YT,W92000004,E2,LL476YT,0
51.602897,-3.341854,CF37 2BL,W92000004,C1,CF372BL,1
51.669997,-3.945445,SA99 1ZU,W92000004,C1,SA991ZU,1
51.405028,-3.270838,CF6 6ST,W92000004,C1,CF66ST,1
53.204377,-4.167847,LL57 2QF,W92000004,C1,LL572QF,1
52.765112,-3.270837,SY22 5BB,W92000004,D2,SY225BB,0
51.617833,-3.986708,SA2 9AQ,W92000004,C1,SA29AQ,1
51.673198,-4.92075,SA71 4LJ,W92000004,D1,SA714LJ,0
51.826671,-5.03389,SA62 6ED,W92000004,F2,SA626ED,0
51.570643,-3.323661,CF38 1AE,W92000004,C1,CF381AE,1
51.853537,-4.303393,SA31 2BR,W92000004,C2,SA312BR,1
51.517309,-3.145375,CF23 9NS,W92000004,C1,CF239NS,1
53.25291,-3.133951,CH6 5XA,W92000004,C1,CH65XA,1
51.487997,-3.1608,CF2 3QN,W92000004,C1,CF23QN,1
51.666434,-3.210181,NP2 1LS,W92000004,C1,NP21LS,1
51.601381,-3.3423,CF37 2TU,W92000004,C1,CF372TU,1
53.171404,-3.107311,CH7 6TZ,W92000004,C1,CH76TZ,1
51.805283,-2.728021,NP5 4EE,W92000004,C1,NP54EE,1
51.801941,-3.819701,SA9 2GR,W92000004,D1,SA92GR,0
51.410043,-3.283483,CF62 8YG,W92000004,C1,CF628YG,1
51.73142,-3.062002,NP4 7PQ,W92000004,C1,NP47PQ,1
51.64938,-4.045244,SA4 3EX,W92000004,C1,SA43EX,1
51.702445,-3.045507,NP4 6HZ,W92000004,C1,NP46HZ,1
51.598767,-3.271043,CF8 2DG,W92000004,D1,CF82DG,0
51.797868,-3.194846,NP3 5QX,W92000004,C1,NP35QX,1
51.592354,-3.778971,SA13 1ZH,W92000004,C1,SA131ZH,1
53.205376,-3.022665,CH5 1TD,W92000004,C1,CH51TD,1
53.190318,-3.404541,LL16 3EQ,W92000004,D1,LL163EQ,0
51.590732,-3.18471,CF83 8BW,W92000004,C1,CF838BW,1
52.757971,-3.078745,SY22 6RG,W92000004,E2,SY226RG,0
51.697611,-3.919309,SA6 5RN,W92000004,F1,SA65RN,0
53.191319,-4.061843,LL57 3EP,W92000004,D1,LL573EP,0
51.855838,-4.310299,SA31 3AN,W92000004,C2,SA313AN,1
51.824746,-3.027137,NP7 7AX,W92000004,C1,NP77AX,1
51.504665,-3.570254,CF31 9JJ,W92000004,C1,CF319JJ,1
51.602831,-3.094418,NP1 6AZ,W92000004,C1,NP16AZ,1
53.299755,-3.739059,LL29 8RZ,W92000004,C1,LL298RZ,1
51.774271,-3.696584,SA10 9BU,W92000004,E1,SA109BU,0
51.59122,-2.739028,NP6 4JB,W92000004,C1,NP64JB,1
51.605554,-3.091596,NP1 6LE,W92000004,C1,NP16LE,1
51.598492,-3.778056,SA13 1AQ,W92000004,C1,SA131AQ,1
52.147696,-4.434999,SA44 6EH,W92000004,F2,SA446EH,0
51.680635,-4.162349,SA15 1XX,W92000004,C1,SA151XX,1
51.568703,-3.004373,NP20 2XB,W92000004,C1,NP202XB,1
51.63666,-3.821746,SA11 2NF,W92000004,C1,SA112NF,1
51.766921,-3.247459,NP22 3NL,W92000004,C1,NP223NL,1
51.587476,-2.762062,NP6 4AD,W92000004,C1,NP64AD,1
53.11261,-3.301247,LL15 1JB,W92000004,D1,LL151JB,0
51.648781,-3.744176,SA12 9SR,W92000004,E1,SA129SR,0
51.669362,-3.132997,NP11 5YE,W92000004,C1,NP115YE,1
51.790831,-3.210377,NP23 5NA,W92000004,C1,NP235NA,1
51.482531,-3.167862,CF2 1ED,W92000004,C1,CF21ED,1
51.580331,-2.995739,NP9 2YD,W92000004,C1,NP92YD,1
51.641043,-2.677698,NP6 5XF,W92000004,C1,NP65XF,1
51.67714,-3.490402,CF43 4EB,W92000004,D1,CF434EB,0
51.587523,-2.995897,NPT 1DT,W92000004,C1,NPT1DT,1
51.408656,-3.277064,CF62 8EL,W92000004,C1,CF628EL,1
51.654232,-3.023003,NP44 3YH,W92000004,C1,NP443YH,1
53.142413,-3.801263,LL26 0EB,W92000004,D2,LL260EB,0
51.588822,-3.805958,SA12 6AR,W92000004,C1,SA126AR,1
51.619085,-3.180032,NP1 7HW,W92000004,D1,NP17HW,0
51.579307,-3.019746,NP20 3GW,W92000004,C1,NP203GW,1
51.503968,-3.603802,CF31 5BN,W92000004,C1,CF315BN,1
52.082671,-4.657163,SA43 1BW,W92000004,D2,SA431BW,0
51.515689,-3.423773,CF72 9ZG,W92000004,D1,CF729ZG,0
52.071759,-3.129282,HR3 5DN,W92000004,D2,HR35DN,0
51.505023,-3.530324,CF35 5HE,W92000004,C1,CF355HE,1
51.599584,-3.796711,SA12 6YW,W92000004,C1,SA126YW,1
51.798044,-3.215443,NP23 5PG,W92000004,C1,NP235PG,1
51.523051,-3.13935,CF23 7XH,W92000004,C1,CF237XH,1
51.677572,-3.486092,CF43 4DJ,W92000004,D1,CF434DJ,0
53.391149,-4.455073,LL68 0RF,W92000004,E2,LL680RF,0
51.648941,-3.998201,SA5 4BX,W92000004,C1,SA54BX,1
51.602752,-3.33245,CF37 4DA,W92000004,C1,CF374DA,1
53.320996,-3.491627,LL18 1SG,W92000004,C1,LL181SG,1
51.580723,-2.829779,NP6 3EU,W92000004,D1,NP63EU,0
53.263619,-4.09482,LL58 8DY,W92000004,D1,LL588DY,0
51.506513,-3.197293,CF4 4YT,W92000004,C1,CF44YT,1
51.661654,-3.806916,SA11 1PT,W92000004,C1,SA111PT,1
51.570987,-2.988551,NP20 2JU,W92000004,C1,NP202JU,1
51.610572,-3.033949,NPT 6BL,W92000004,C1,NPT6BL,1
51.821701,-3.019567,NP7 6WX,W92000004,C1,NP76WX,1
51.534259,-3.020685,NP1 9SW,W92000004,E1,NP19SW,0
51.543348,-3.188901,CF14 9HE,W92000004,C1,CF149HE,1
51.622259,-3.034215,NP4 3EA,W92000004,C1,NP43EA,1
51.684651,-3.155727,NP11 3GE,W92000004,F1,NP113GE,0
51.618373,-3.970148,SA2 0PZ,W92000004,C1,SA20PZ,1
51.494958,-3.184025,CF2 4LL,W92000004,C1,CF24LL,1
51.663699,-4.032138,SA4 2EP,W92000004,C1,SA42EP,1
51.844473,-4.005912,SA18 2NZ,W92000004,F1,SA182NZ,0
51.620526,-2.69604,NP16 6JL,W92000004,E1,NP166JL,0
51.803346,-4.967504,SA61 2NG,W92000004,C1,SA612NG,1
53.094742,-2.99734,LL12 0SA,W92000004,D1,LL120SA,0
51.638338,-2.679103,NP6 5PT,W92000004,C1,NP65PT,1
53.056628,-3.032224,LL11 6QG,W92000004,C1,LL116QG,1
51.644579,-3.027099,NP44 3LD,W92000004,C1,NP443LD,1
51.587657,-2.980022,NP9 8YF,W92000004,C1,NP98YF,1
51.783762,-5.096471,SA62 3JA,W92000004,E1,SA623JA,0
53.176475,-3.136738,CH7 9XA,W92000004,C1,CH79XA,1
52.719421,-3.433511,SY21 0QH,W92000004,E2,SY210QH,0
51.593769,-3.193812,NP1 8GG,W92000004,C1,NP18GG,1
51.534132,-3.177338,CF14 0BG,W92000004,C1,CF140BG,1
53.094198,-4.232944,LL54 7HE,W92000004,E1,LL547HE,0
51.610984,-2.974256,NP18 3RD,W92000004,D1,NP183RD,0
53.289821,-3.209864,CH8 7XX,W92000004,C1,CH87XX,1
51.669997,-3.945445,SA99 1BH,W92000004,C1,SA991BH,1
51.681583,-3.159584,NP11 3BW,W92000004,C1,NP113BW,1
51.601873,-2.966958,NP19 7NX,W92000004,C1,NP197NX,1
51.465745,-3.193634,CF11 9WB,W92000004,C1,CF119WB,1
53.125491,-4.109931,LL55 3ET,W92000004,E1,LL553ET,0
51.50369,-3.205158,CF14 3HL,W92000004,C1,CF143HL,1
51.773522,-3.163215,NP13 3AB,W92000004,C1,NP133AB,1
51.519635,-3.119562,CF30 0BR,W92000004,C1,CF300BR,1
51.70805,-3.18524,NP2 0HZ,W92000004,E1,NP20HZ,0
51.484896,-3.157006,CF24 1XG,W92000004,C1,CF241XG,1
51.578335,-3.018786,NPT 3GY,W92000004,C1,NPT3GY,1
53.325342,-3.834953,LL30 2EB,W92000004,C1,LL302EB,1
51.703167,-3.705528,SA11 4AY,W92000004,E1,SA114AY,0
51.941196,-3.411715,LD3 3BY,W92000004,D2,LD33BY,0
51.674119,-3.212208,NP12 3LP,W92000004,C1,NP123LP,1
51.586184,-3.245316,CF8 2AP,W92000004,C1,CF82AP,1
51.668759,-3.360053,CF45 3ST,W92000004,C1,CF453ST,1
51.663849,-3.51116,CF42 6TH,W92000004,C1,CF426TH,1
53.318984,-3.805645,LL30 1UY,W92000004,C1,LL301UY,1
51.415329,-3.294248,CF6 5AE,W92000004,C1,CF65AE,1
51.491923,-3.16198,CF24 3PW,W92000004,C1,CF243PW,1
53.183004,-3.021444,CH5 3QU,W92000004,C1,CH53QU,1
51.584838,-2.994395,NP9 4RG,W92000004,C1,NP94RG,1
53.193358,-3.190097,CH7 5HN,W92000004,E1,CH75HN,0
51.490957,-3.241365,CF5 3JT,W92000004,C1,CF53JT,1
53.275953,-3.213207,CH8 7BP,W92000004,C1,CH87BP,1
51.6454,-3.060757,NP4 4RZ,W92000004,C1,NP44RZ,1
51.433228,-3.563746,CF7 7QN,W92000004,E1,CF77QN,0
51.594262,-3.048015,NP1 0AB,W92000004,C1,NP10AB,1
51.511214,-3.568146,CF31 2QP,W92000004,C1,CF312QP,1
51.618922,-2.962423,NP18 3TJ,W92000004,D1,NP183TJ,0
51.8131,-2.715614,NP25 9BB,W92000004,C1,NP259BB,1
51.51005,-3.217877,CF14 1DT,W92000004,C1,CF141DT,1
51.543472,-3.095877,CF3 9XF,W92000004,F1,CF39XF,0
51.615813,-3.710744,SA13 2RF,W92000004,E1,SA132RF,0
52.941712,-4.393475,LL53 6RL,W92000004,F2,LL536RL,0
51.574712,-3.998421,SA3 5YH,W92000004,C1,SA35YH,1
51.535279,-3.198048,CF4 9AS,W92000004,C1,CF49AS,1
51.710745,-3.441238,CF44 7LF,W92000004,C1,CF447LF,1
51.439905,-3.265303,CF5 6AD,W92000004,F1,CF56AD,0
51.608101,-3.0079,NPT 6GT,W92000004,C1,NPT6GT,1
51.580622,-4.019349,SA3 5RR,W92000004,C1,SA35RR,1
53.275639,-3.633949,LL22 8HZ,W92000004,E1,LL228HZ,0
51.606169,-3.006774,NP20 6GR,W92000004,C1,NP206GR,1
51.49042,-3.188229,CF1 3UN,W92000004,C1,CF13UN,1
51.795838,-3.700627,SA9 1UF,W92000004,E1,SA91UF,0
51.752859,-3.384672,CF47 8TB,W92000004,C1,CF478TB,1
53.246017,-3.130083,CH6 5DS,W92000004,C1,CH65DS,1
51.711041,-3.832898,SA8 3EP,W92000004,C1,SA83EP,1
53.059874,-3.197769,LL11 3AZ,W92000004,E1,LL113AZ,0
51.598472,-2.75393,NP26 4QH,W92000004,C1,NP264QH,1
51.778928,-2.72677,NP25 4RH,W92000004,F1,NP254RH,0
51.48347,-3.191606,CF11 9FG,W92000004,C1,CF119FG,1
51.627821,-4.041876,SA2 7TS,W92000004,C1,SA27TS,1
51.953387,-4.582862,SA35 0BA,W92000004,E2,SA350BA,0
51.429763,-3.174499,CF64 3DR,W92000004,C1,CF643DR,1
51.682962,-2.866362,NP5 1LL,W92000004,F1,NP51LL,0
51.667262,-4.032022,SA4 2DE,W92000004,C1,SA42DE,1
51.475502,-3.238627,CF5 5DT,W92000004,C1,CF55DT,1
51.590843,-2.997774,NP20 3YQ,W92000004,C1,NP203YQ,1
51.505436,-3.214555,CF4 1JL,W92000004,C1,CF41JL,1
51.587011,-3.418034,CF39 8NA,W92000004,D1,CF398NA,0
52.403474,-4.071777,SY23 1RQ,W92000004,C2,SY231RQ,1
51.483728,-3.137649,CF2 2YD,W92000004,C1,CF22YD,1
51.6095,-3.397852,CF39 9NG,W92000004,C1,CF399NG,1
51.522153,-3.194273,CF14 8AE,W92000004,C1,CF148AE,1
51.580572,-2.96688,NP9 0HA,W92000004,C1,NP90HA,1
53.078874,-2.87919,LL13 9YF,W92000004,D1,LL139YF,0
51.71875,-3.237563,NP24 6NG,W92000004,D1,NP246NG,0
51.524265,-3.130011,CF3 9LA,W92000004,C1,CF39LA,1
51.780185,-3.224211,NP23 6QW,W92000004,C1,NP236QW,1
51.612827,-3.103281,NP11 6GQ,W92000004,C1,NP116GQ,1
51.407925,-3.297791,CF6 8LT,W92000004,C1,CF68LT,1
51.659277,-3.867995,SA10 6SA,W92000004,C1,SA106SA,1
51.485243,-3.166491,CF2 1TJ,W92000004,C1,CF21TJ,1
51.721885,-3.127997,NP13 2LG,W92000004,C1,NP132LG,1
51.61878,-3.45255,CF40 1DQ,W92000004,C1,CF401DQ,1
51.601373,-2.982772,NP19 7HT,W92000004,C1,NP197HT,1
52.987847,-3.038567,LL14 6AB,W92000004,C1,LL146AB,1
51.679153,-3.197503,NP2 0BH,W92000004,C1,NP20BH,1
51.531571,-3.20193,CF14 5JF,W92000004,C1,CF145JF,1
53.248535,-3.136669,CH6 5AP,W92000004,C1,CH65AP,1
53.118173,-3.123812,CH7 4NZ,W92000004,E1,CH74NZ,0
51.576127,-3.064915,NP1 9JY,W92000004,C1,NP19JY,1
53.218531,-3.001097,CH5 2HR,W92000004,C1,CH52HR,1
52.923851,-4.564233,LL53 8YN,W92000004,E2,LL538YN,0
51.517519,-3.262438,CF4 8DD,W92000004,C1,CF48DD,1
51.616808,-2.964747,NP6 1YF,W92000004,D1,NP61YF,0
51.600824,-3.641478,CF34 0NB,W92000004,C1,CF340NB,1
53.33632,-3.390726,LL19 9NA,W92000004,C1,LL199NA,1
51.846084,-4.166561,SA32 8LH,W92000004,F1,SA328LH,0
51.472347,-3.172929,CF10 5HE,W92000004,C1,CF105HE,1
53.057374,-3.073811,LL11 3PZ,W92000004,D1,LL113PZ,0
51.626218,-3.185996,NP1 7JN,W92000004,D1,NP17JN,0
51.508367,-3.525623,CF35 5TA,W92000004,C1,CF355TA,1
52.918137,-4.249502,LL52 0SJ,W92000004,E2,LL520SJ,0
52.018319,-4.901986,SA42 0SB,W92000004,E2,SA420SB,0
53.042107,-2.979434,LL13 8SQ,W92000004,C1,LL138SQ,1
52.770926,-3.841164,LL40 2DR,W92000004,E2,LL402DR,0
51.951684,-3.388884,LD3 7LN,W92000004,D2,LD37LN,0
51.814473,-3.030763,NP7 9LJ,W92000004,C1,NP79LJ,1
51.83213,-4.03922,SA18 3JX,W92000004,F1,SA183JX,0
51.770086,-3.094054,NP4 9DD,W92000004,D1,NP49DD,0
51.870344,-4.282149,SA31 2AQ,W92000004,C2,SA312AQ,1
51.734522,-3.069895,NP4 7NR,W92000004,C1,NP47NR,1
51.590388,-3.41017,CF39 8ZY,W92000004,F1,CF398ZY,0
51.713853,-4.034603,SA4 8LR,W92000004,D1,SA48LR,0
52.039688,-4.391034,SA44 5YJ,W92000004,F2,SA445YJ,0
51.777206,-2.888459,NP5 2AF,W92000004,F1,NP52AF,0
51.821701,-3.019567,NP7 0WZ,W92000004,C1,NP70WZ,1
53.311602,-3.517972,LL18 5AU,W92000004,C1,LL185AU,1
51.743204,-3.379945,CF47 8HE,W92000004,C1,CF478HE,1
51.757422,-4.635377,SA67 8PY,W92000004,F2,SA678PY,0
52.961834,-3.097257,LL20 7PU,W92000004,E1,LL207PU,0
51.616661,-3.152526,NP1 7QQ,W92000004,C1,NP17QQ,1
51.832915,-3.018311,NP7 6DD,W92000004,C1,NP76DD,1
51.469874,-3.174737,CF1 6UE,W92000004,C1,CF16UE,1
53.20415,-3.043791,CH5 1RD,W92000004,C1,CH51RD,1
51.660953,-3.030759,NP4 1AA,W92000004,C1,NP41AA,1
53.297729,-3.729403,LL29 0BX,W92000004,C1,LL290BX,1
51.672635,-3.14511,NP11 3DL,W92000004,C1,NP113DL,1
51.508851,-3.231938,CF4 2EF,W92000004,C1,CF42EF,1
52.947615,-3.931479,LL41 4ZB,W92000004,E2,LL414ZB,0
51.464059,-3.178029,CF11 7DY,W92000004,C1,CF117DY,1
51.570512,-3.423148,CF39 8AU,W92000004,D1,CF398AU,0
51.620507,-3.950016,SA1 5SL,W92000004,C1,SA15SL,1
51.652398,-2.959114,NP18 1HP,W92000004,F1,NP181HP,0
51.723052,-5.023604,SA73 1AF,W92000004,C1,SA731AF,1
53.081744,-2.976945,LL12 8TT,W92000004,D1,LL128TT,0
51.654036,-3.038147,NP44 5BL,W92000004,C1,NP445BL,1
52.076104,-3.124328,HR3 5AU,W92000004,D2,HR35AU,0
51.649729,-3.943767,SA5 9DN,W92000004,C1,SA59DN,1
51.911126,-3.787154,SA19 9UG,W92000004,F2,SA199UG,0
53.171134,-3.142595,CH7 1NW,W92000004,C1,CH71NW,1
51.543234,-3.117228,CF3 9XW,W92000004,C1,CF39XW,1
53.328929,-4.226192,LL74 8SY,W92000004,D2,LL748SY,0
52.380781,-4.07232,SY23 4UA,W92000004,E2,SY234UA,0
51.483608,-3.223624,CF5 6WJ,W92000004,C1,CF56WJ,1
51.638282,-3.236888,CF8 7XX,W92000004,C1,CF87XX,1
52.510422,-3.310805,SY16 1NL,W92000004,C2,SY161NL,1
51.465736,-3.193634,CF11 1UD,W92000004,C1,CF111UD,1
51.796701,-3.220917,NP3 5PR,W92000004,C1,NP35PR,1
51.472688,-3.191742,CF11 6TB,W92000004,C1,CF116TB,1
53.196009,-3.037261,CH5 3EX,W92000004,C1,CH53EX,1
51.477702,-3.200858,CF1 8XU,W92000004,C1,CF18XU,1
52.925371,-4.128267,LL49 9PG,W92000004,D2,LL499PG,0
51.796678,-4.972969,SA61 1NT,W92000004,C1,SA611NT,1
52.066438,-4.484138,SA38 9PZ,W92000004,F2,SA389PZ,0
51.515829,-3.095084,CF3 0PL,W92000004,C1,CF30PL,1
52.147965,-3.397908,LD2 3EH,W92000004,D2,LD23EH,0
51.502014,-3.117372,CF23 0DY,W92000004,C1,CF230DY,1
51.671512,-4.016072,SA4 9BS,W92000004,C1,SA49BS,1
52.070325,-4.298148,SA44 4EJ,W92000004,E2,SA444EJ,0
51.879558,-4.051973,SA32 8QF,W92000004,F1,SA328QF,0
52.548377,-3.234096,SY15 6JX,W92000004,E2,SY156JX,0
51.587824,-2.959817,NPT 9AY,W92000004,C1,NPT9AY,1
