lat,long,pcds,ctry,ru11ind,pcode,urban
53.023375,-3.258766,LL21 9NH,W92000004,E1,LL219NH,0
53.035834,-2.984675,LL13 8QL,W92000004,C1,LL138QL,1
51.519234,-3.266045,CF15 8RX,W92000004,C1,CF158RX,1
53.303153,-3.812735,LL30 1QF,W92000004,C1,LL301QF,1
51.572277,-2.991234,NPT 1AN,W92000004,C1,NPT1AN,1
51.79647,-3.182845,NP23 4HQ,W92000004,C1,NP234HQ,1
51.478397,-3.711097,CF36 3BX,W92000004,C1,CF363BX,1
51.763894,-3.786984,SA9 1WW,W92000004,C1,SA91WW,1
51.515151,-3.574246,CF31 1LN,W92000004,C1,CF311LN,1
51.961934,-3.922693,SA19 8LR,W92000004,F2,SA198LR,0
51.436045,-3.206724,CF64 4PE,W92000004,C1,CF644PE,1
52.649506,-3.324867,SY21 0RS,W92000004,E2,SY210RS,0
52.406672,-4.05717,SY23 3SN,W92000004,C2,SY233SN,1
51.61814,-2.975464,NP18 3EG,W92000004,D1,NP183EG,0
51.48161,-3.190664,CF11 9DR,W92000004,C1,CF119DR,1
53.211027,-3.069145,CH5 4NA,W92000004,C1,CH54NA,1
51.67157,-4.166256,SA15 2NN,W92000004,C1,SA152NN,1
51.613043,-2.954572,NP6 1LG,W92000004,D1,NP61LG,0
51.670781,-3.1351,NP1 5DF,W92000004,C1,NP15DF,1
51.774938,-3.761213,SA9 1BJ,W92000004,C1,SA91BJ,1
51.65677,-2.994523,NP4 2HA,W92000004,C1,NP42HA,1
51.442262,-3.186173,CF6 1LJ,W92000004,C1,CF61LJ,1
51.807705,-3.932919,SA18 2AP,W92000004,E1,SA182AP,0
51.639453,-3.432806,CF43 3LD,W92000004,C1,CF433LD,1
51.447961,-3.195156,CF64 2PN,W92000004,C1,CF642PN,1
53.113694,-3.773903,LL26 0RJ,W92000004,F2,LL260RJ,0
51.629047,-2.976579,NP6 1GN,W92000004,D1,NP61GN,0
53.297709,-3.730768,LL29 8PE,W92000004,C1,LL298PE,1
51.530224,-3.219107,CF14 6SG,W92000004,C1,CF146SG,1
51.580569,-3.070792,NP1 9RN,W92000004,C1,NP19RN,1
51.38872,-3.361778,CF62 3FU,W92000004,D1,CF623FU,0
51.584684,-3.768236,SA13 1TT,W92000004,C1,SA131TT,1
53.185933,-3.061696,CH5 3UQ,W92000004,C1,CH53UQ,1
51.662647,-3.798439,SA11 3AT,W92000004,C1,SA113AT,1
51.943458,-4.814809,SA66 7RB,W92000004,F2,SA667RB,0
51.607742,-3.652804,CF34 9BX,W92000004,C1,CF349BX,1
53.11362,-3.310825,LL15 1DP,W92000004,D1,LL151DP,0
51.606077,-3.033847,NPT 6SA,W92000004,C1,NPT6SA,1
51.693676,-4.938843,SA72 6HA,W92000004,D1,SA726HA,0
51.46218,-3.196694,CF11 8EQ,W92000004,C1,CF118EQ,1
53.02423,-2.963627,LL13 0PT,W92000004,E1,LL130PT,0
51.945726,-3.399825,LD3 8AR,W92000004,D2,LD38AR,0
51.530371,-3.075394,CF23 5YR,W92000004,D1,CF235YR,0
51.405761,-3.267911,CF63 4TP,W92000004,C1,CF634TP,1
52.806226,-3.309509,SY10 0AU,W92000004,F2,SY100AU,0
51.750084,-3.380575,CF47 8NG,W92000004,C1,CF478NG,1
51.409132,-3.258012,CF63 4PW,W92000004,C1,CF634PW,1
51.57912,-3.031792,NPT 3RE,W92000004,C1,NPT3RE,1
52.016319,-3.234233,LD3 0RU,W92000004,E2,LD30RU,0
51.57034,-2.93937,NP19 4SS,W92000004,E1,NP194SS,0
53.253767,-4.308428,LL77 9AZ,W92000004,D2,LL779AZ,0
51.40774,-3.216968,CF64 5HT,W92000004,C1,CF645HT,1
51.510938,-3.249719,CF15 8EG,W92000004,C1,CF158EG,1
53.229223,-4.136795,LL57 2BE,W92000004,C1,LL572BE,1
53.221712,-4.138039,LL57 2WH,W92000004,C1,LL572WH,1
51.601625,-2.967588,NP19 7NF,W92000004,C1,NP197NF,1
51.611259,-3.972324,SA2 0AT,W92000004,C1,SA20AT,1
52.518597,-3.318317,SY16 2HD,W92000004,C2,SY162HD,1
52.514314,-3.313264,SY19 7WZ,W92000004,C2,SY197WZ,1
53.137379,-4.190944,LL55 4RS,W92000004,F1,LL554RS,0
52.093944,-4.660154,SA43 1PH,W92000004,D2,SA431PH,0
52.396241,-3.576468,SY18 6QG,W92000004,E2,SY186QG,0
51.748223,-3.279696,CF81 9PN,W92000004,D1,CF819PN,0
51.530395,-3.302757,CF15 9YF,W92000004,D1,CF159YF,0
51.717074,-3.452296,CF44 8AD,W92000004,C1,CF448AD,1
51.74665,-3.280477,CF8 9QE,W92000004,D1,CF89QE,0
53.138875,-3.796839,LL26 0LW,W92000004,D2,LL260LW,0
51.639934,-3.931382,SA1 2JA,W92000004,C1,SA12JA,1
51.784765,-5.097434,SA62 3JD,W92000004,E1,SA623JD,0
51.441928,-3.176423,CF6 1EU,W92000004,C1,CF61EU,1
53.323594,-3.82928,LL30 2RP,W92000004,C1,LL302RP,1
51.650712,-3.320731,CF45 4UL,W92000004,D1,CF454UL,0
51.554137,-3.341529,CF38 2FA,W92000004,C1,CF382FA,1
51.572069,-2.944522,NP19 1BR,W92000004,C1,NP191BR,1
51.740087,-5.012731,SA62 3NQ,W92000004,F1,SA623NQ,0
51.585617,-3.301738,CF37 5EE,W92000004,C1,CF375EE,1
51.660953,-3.030759,NP4 1QD,W92000004,C1,NP41QD,1
51.596347,-3.789047,SA12 6DR,W92000004,C1,SA126DR,1
51.783323,-3.203362,NP23 5FH,W92000004,C1,NP235FH,1
51.435919,-3.186483,CF64 2UY,W92000004,C1,CF642UY,1
51.611458,-3.035414,NP9 6AP,W92000004,C1,NP96AP,1
53.31803,-3.808096,LL30 1UL,W92000004,C1,LL301UL,1
51.597058,-2.940926,NP19 9DQ,W92000004,C1,NP199DQ,1
51.589375,-3.016897,NP20 5DF,W92000004,C1,NP205DF,1
53.327232,-3.478135,LL18 3BL,W92000004,C1,LL183BL,1
53.326524,-4.508988,LL65 4DR,W92000004,F2,LL654DR,0
51.531815,-3.184982,CF4 5AP,W92000004,C1,CF45AP,1
52.213875,-4.359143,SA45 9NJ,W92000004,D2,SA459NJ,0
52.401359,-4.067389,SY23 3RX,W92000004,C2,SY233RX,1
51.647959,-3.924033,SA1 6ZF,W92000004,C1,SA16ZF,1
53.263023,-3.962476,LL33 0PR,W92000004,E1,LL330PR,0
51.585725,-2.995857,NPT 1WW,W92000004,C1,NPT1WW,1
51.467596,-3.183058,CF11 7LP,W92000004,C1,CF117LP,1
51.833567,-3.013565,NP7 6ED,W92000004,C1,NP76ED,1
51.439953,-3.499861,CF71 9BN,W92000004,E1,CF719BN,0
53.289217,-3.67835,LL29 9HS,W92000004,C1,LL299HS,1
53.066794,-2.984546,LL12 8AE,W92000004,C1,LL128AE,1
51.422797,-3.334673,CF6 9AB,W92000004,F1,CF69AB,0
51.666453,-3.518176,CF42 6DU,W92000004,C1,CF426DU,1
51.68778,-4.152331,SA15 3PB,W92000004,C1,SA153PB,1
51.574712,-3.998421,SA4 1ZD,W92000004,C1,SA41ZD,1
51.606886,-2.81726,NP6 3AB,W92000004,F1,NP63AB,0
53.330051,-3.296835,CH8 9TS,W92000004,E1,CH89TS,0
51.478993,-3.705978,CF36 3XL,W92000004,C1,CF363XL,1
51.65677,-2.994523,NP4 2SH,W92000004,C1,NP42SH,1
51.508118,-3.216067,CF4 2NW,W92000004,C1,CF42NW,1
51.551365,-3.322019,CF38 1BW,W92000004,C1,CF381BW,1
51.661654,-3.806916,SA10 7ZR,W92000004,C1,SA107ZR,1
53.316197,-3.456558,LL18 4FR,W92000004,C1,LL184FR,1
52.113025,-4.078337,SA48 7DU,W92000004,D2,SA487DU,0
51.621013,-3.973007,SA2 0QB,W92000004,C1,SA20QB,1
51.746253,-3.377575,CF47 0AE,W92000004,C1,CF470AE,1
51.586447,-2.994502,NP20 1DP,W92000004,C1,NP201DP,1
51.399493,-3.283623,CF6 8YS,W92000004,C1,CF68YS,1
51.555567,-3.141095,CF14 0LE,W92000004,E1,CF140LE,0
51.983107,-3.586862,LD3 8UB,W92000004,F2,LD38UB,0
51.567063,-3.549895,CF35 6UD,W92000004,E1,CF356UD,0
51.655262,-4.813363,SA70 8QS,W92000004,F1,SA708QS,0
53.172347,-3.13036,CH7 1LY,W92000004,C1,CH71LY,1
51.469018,-3.170396,CF1 5JP,W92000004,C1,CF15JP,1
51.409296,-3.474485,CF61 2LS,W92000004,C1,CF612LS,1
51.496224,-3.17795,CF24 4NY,W92000004,C1,CF244NY,1
51.956064,-3.556841,LD3 8HH,W92000004,F2,LD38HH,0
53.336053,-3.403498,LL19 8ZN,W92000004,C1,LL198ZN,1
51.590679,-3.046489,NP10 1BU,W92000004,C1,NP101BU,1
51.477092,-3.166845,CF10 4BE,W92000004,C1,CF104BE,1
51.542385,-3.573802,CF32 9TP,W92000004,C1,CF329TP,1
51.488447,-3.269225,CF5 6DQ,W92000004,E1,CF56DQ,0
52.891141,-4.414979,LL53 5EG,W92000004,D2,LL535EG,0
53.174688,-3.106064,CH7 6WP,W92000004,C1,CH76WP,1
51.627011,-2.667651,NP16 5TS,W92000004,C1,NP165TS,1
51.541987,-3.58668,CF32 9NW,W92000004,C1,CF329NW,1
51.481102,-3.354217,CF7 7UG,W92000004,E1,CF77UG,0
51.6923,-4.09228,SA14 8UR,W92000004,C1,SA148UR,1
51.522201,-3.062215,CF3 8TH,W92000004,E1,CF38TH,0
51.67695,-2.827198,NP5 1HD,W92000004,F1,NP51HD,0
51.48865,-3.229031,CF5 2JL,W92000004,C1,CF52JL,1
51.593974,-2.977271,NP9 7SP,W92000004,C1,NP97SP,1
52.959956,-3.092327,LL20 7RT,W92000004,E1,LL207RT,0
52.66193,-3.150455,SY21 7NW,W92000004,D2,SY217NW,0
51.573601,-4.0924,SA3 2AJ,W92000004,D1,SA32AJ,0
52.995369,-3.937782,LL41 3HD,W92000004,D2,LL413HD,0
51.915427,-2.868054,NP7 8EP,W92000004,F1,NP78EP,0
53.168475,-2.986453,CH4 0NW,W92000004,D1,CH40NW,0
51.827563,-4.958355,SA62 4BW,W92000004,C1,SA624BW,1
51.700253,-2.837752,NP5 1EU,W92000004,F1,NP51EU,0
53.268667,-4.159112,LL59 5ST,W92000004,E1,LL595ST,0
52.072566,-4.68518,SA43 3JL,W92000004,D2,SA433JL,0
53.14501,-4.269771,LL55 1BB,W92000004,D1,LL551BB,0
51.749525,-3.378414,CF47 8UY,W92000004,C1,CF478UY,1
51.520324,-3.252426,CF4 7YS,W92000004,C1,CF47YS,1
53.28954,-4.13934,LL58 8TT,W92000004,E1,LL588TT,0
53.1205,-4.128198,LL55 4HE,W92000004,D1,LL554HE,0
52.561498,-3.146084,SY15 6PU,W92000004,E2,SY156PU,0
51.608863,-3.023802,NPT 6TQ,W92000004,C1,NPT6TQ,1
51.836735,-2.932852,NP7 8SP,W92000004,F1,NP78SP,0
51.802836,-4.988679,SA61 2TG,W92000004,C1,SA612TG,1
51.666285,-3.144401,NP11 4ER,W92000004,C1,NP114ER,1
51.496914,-3.152859,CF23 9HJ,W92000004,C1,CF239HJ,1
53.177711,-2.927833,CH4 8TT,W92000004,C1,CH48TT,1
53.178965,-3.595945,LL16 5HG,W92000004,E1,LL165HG,0
51.666342,-3.195444,NP12 1YJ,W92000004,C1,NP121YJ,1
51.677641,-3.486626,CF43 4DE,W92000004,D1,CF434DE,0
51.674919,-4.164116,SA15 2RH,W92000004,C1,SA152RH,1
51.896281,-4.030351,SA19 6SB,W92000004,F1,SA196SB,0
51.681828,-4.162507,SA15 3TN,W92000004,C1,SA153TN,1
51.556116,-3.333582,CF38 2NW,W92000004,C1,CF382NW,1
51.737989,-2.978976,NP4 0AU,W92000004,D1,NP40AU,0
53.289404,-3.72074,LL29 7RA,W92000004,C1,LL297RA,1
52.742105,-3.13639,SY22 6QE,W92000004,E2,SY226QE,0
53.329082,-3.407728,LL19 8SP,W92000004,C1,LL198SP,1
52.91261,-4.080716,LL47 6TT,W92000004,E2,LL476TT,0
51.590252,-3.768712,SA13 2TT,W92000004,C1,SA132TT,1
51.812214,-3.011273,NP7 9JJ,W92000004,C1,NP79JJ,1
52.909344,-3.599029,LL23 7SW,W92000004,D2,LL237SW,0
52.515401,-3.434936,SY17 5HN,W92000004,E2,SY175HN,0
51.820895,-4.005895,SA18 3HZ,W92000004,D1,SA183HZ,0
51.651945,-3.130293,NP1 5JG,W92000004,C1,NP15JG,1
51.511668,-3.193451,CF14 4DG,W92000004,C1,CF144DG,1
51.764877,-2.853439,NP5 2DS,W92000004,D1,NP52DS,0
51.727785,-3.45791,CF44 0AQ,W92000004,C1,CF440AQ,1
51.542066,-3.378364,CF72 8EH,W92000004,C1,CF728EH,1
51.586457,-2.762685,NP26 4GU,W92000004,C1,NP264GU,1
53.207299,-3.038432,CH5 1ZD,W92000004,C1,CH51ZD,1
52.988949,-3.038028,LL14 6WG,W92000004,C1,LL146WG,1
52.926669,-4.091642,LL48 6HW,W92000004,E2,LL486HW,0
51.469033,-3.168957,CF1 5HR,W92000004,C1,CF15HR,1
51.640738,-2.672939,NP16 7WU,W92000004,C1,NP167WU,1
51.578979,-3.054735,NP10 8PA,W92000004,C1,NP108PA,1
51.630384,-3.128312,NP1 7FY,W92000004,C1,NP17FY,1
51.654232,-3.023003,NP44 8YA,W92000004,C1,NP448YA,1
53.072143,-3.01955,LL11 4AE,W92000004,C1,LL114AE,1
52.787711,-4.097885,LL44 2EE,W92000004,E2,LL442EE,0
51.572112,-2.944682,NP19 1BQ,W92000004,C1,NP191BQ,1
51.480027,-3.145593,CF24 2LJ,W92000004,C1,CF242LJ,1
51.615819,-3.935038,SA1 1UP,W92000004,C1,SA11UP,1
51.754755,-3.279287,NP22 5JE,W92000004,D1,NP225JE,0
51.622259,-3.034215,NP4 3DE,W92000004,C1,NP43DE,1
51.818937,-4.613964,SA34 0AN,W92000004,D2,SA340AN,0
53.216429,-3.250013,CH7 5RG,W92000004,E1,CH75RG,0
51.596833,-3.331901,CF37 1RQ,W92000004,C1,CF371RQ,1
51.800732,-3.994934,SA18 2EE,W92000004,C1,SA182EE,1
51.63576,-3.952115,SA5 8NP,W92000004,C1,SA58NP,1
51.496557,-3.240725,CF5 3NB,W92000004,C1,CF53NB,1
52.981477,-3.373997,LL21 1AE,W92000004,E2,LL211AE,0
51.483221,-3.161788,CF24 0XY,W92000004,C1,CF240XY,1
51.760185,-3.353236,CF48 3HU,W92000004,C1,CF483HU,1
51.525829,-3.293742,CF15 9QF,W92000004,D1,CF159QF,0
51.590843,-2.997774,NP20 9HE,W92000004,C1,NP209HE,1
51.818944,-2.699225,NP5 3SJ,W92000004,C1,NP53SJ,1
53.203498,-3.038191,CH5 1LR,W92000004,C1,CH51LR,1
51.599148,-3.00337,NP9 5PJ,W92000004,C1,NP95PJ,1
51.420954,-3.262435,CF62 9BW,W92000004,C1,CF629BW,1
53.047844,-2.99202,LL13 8TJ,W92000004,C1,LL138TJ,1
51.53994,-3.577077,CF32 9UU,W92000004,C1,CF329UU,1
51.69643,-4.839829,SA70 8SP,W92000004,F1,SA708SP,0
51.81879,-3.101951,NP7 0HN,W92000004,E1,NP70HN,0
51.728383,-3.129303,NP3 1BG,W92000004,C1,NP31BG,1
51.647097,-4.78124,SA70 7TP,W92000004,E2,SA707TP,0
52.082671,-4.657163,SA43 9AJ,W92000004,D2,SA439AJ,0
51.522153,-3.194273,CF14 3UG,W92000004,C1,CF143UG,1
53.055056,-3.070665,LL11 3NY,W92000004,D1,LL113NY,0
51.460928,-3.170189,CF1 6BE,W92000004,C1,CF16BE,1
53.041365,-2.996197,LL13 7DW,W92000004,C1,LL137DW,1
51.728327,-3.135093,NP3 1DU,W92000004,C1,NP31DU,1
51.661977,-3.230665,CF82 8AH,W92000004,C1,CF828AH,1
51.465745,-3.193634,CF11 1FB,W92000004,C1,CF111FB,1
53.30591,-3.742341,LL28 4HG,W92000004,C1,LL284HG,1
51.511784,-3.425495,CF7 9HU,W92000004,D1,CF79HU,0
52.419409,-4.057366,SY23 3PP,W92000004,C2,SY233PP,1
51.728926,-3.74616,SA10 8YD,W92000004,D1,SA108YD,0
53.229107,-4.123709,LL57 1UY,W92000004,C1,LL571UY,1
52.07541,-4.361406,SA44 4SH,W92000004,E2,SA444SH,0
51.548005,-3.270493,CF4 7PY,W92000004,C1,CF47PY,1
51.586775,-3.058755,NP10 9NE,W92000004,C1,NP109NE,1
52.980766,-3.968559,LL41 3TP,W92000004,E2,LL413TP,0
51.483373,-3.173644,CF1 1LB,W92000004,C1,CF11LB,1
51.429495,-3.222724,CF6 4DN,W92000004,C1,CF64DN,1
53.306037,-3.467798,LL18 4TG,W92000004,C1,LL184TG,1
52.362213,-4.028828,SY23 4NY,W92000004,F2,SY234NY,0
51.601903,-3.820701,SA13 1WP,W92000004,C1,SA131WP,1
53.306522,-3.364108,LL18 6DN,W92000004,E1,LL186DN,0
51.477878,-3.201209,CF11 8HH,W92000004,C1,CF118HH,1
51.531248,-3.199225,CF14 5BP,W92000004,C1,CF145BP,1
52.416878,-4.081777,SY23 2HL,W92000004,C2,SY232HL,1
51.853808,-4.664244,SA34 0XH,W92000004,F2,SA340XH,0
51.578382,-3.112592,NP1 8UB,W92000004,E1,NP18UB,0
51.439969,-3.177193,CF6 1JE,W92000004,C1,CF61JE,1
51.600688,-2.925436,NP6 2LT,W92000004,C1,NP62LT,1
51.483554,-3.223608,CF5 9AS,W92000004,C1,CF59AS,1
51.498371,-3.246897,CF5 3LR,W92000004,C1,CF53LR,1
51.685982,-3.449941,CF44 6LG,W92000004,C1,CF446LG,1
51.599983,-3.273271,CF83 4ED,W92000004,D1,CF834ED,0
51.545016,-3.25831,CF15 7RY,W92000004,C1,CF157RY,1
51.465176,-3.194771,CF91 5AG,W92000004,C1,CF915AG,1
53.267171,-3.171784,CH6 6FB,W92000004,C1,CH66FB,1
52.83197,-4.533435,LL53 7LP,W92000004,F2,LL537LP,0
52.586522,-4.085219,LL36 9EA,W92000004,D2,LL369EA,0
51.66369,-3.285234,CF46 6EQ,W92000004,D1,CF466EQ,0
51.757443,-3.573388,SA11 5NA,W92000004,F1,SA115NA,0
51.760354,-3.403246,CF48 2RL,W92000004,C1,CF482RL,1
51.573877,-3.014357,NP9 3HD,W92000004,C1,NP93HD,1
51.665669,-3.197147,NP2 1QW,W92000004,C1,NP21QW,1
53.16859,-3.077918,CH7 2EX,W92000004,C1,CH72EX,1
51.597509,-2.984565,NPT 7XQ,W92000004,C1,NPT7XQ,1
51.594408,-3.773378,SA13 2EL,W92000004,C1,SA132EL,1
51.647959,-3.924033,SA5 7WF,W92000004,C1,SA57WF,1
53.120703,-2.960121,LL12 0AS,W92000004,F1,LL120AS,0
51.496208,-3.184015,CF24 4LE,W92000004,C1,CF244LE,1
51.503208,-3.168391,CF2 5LQ,W92000004,C1,CF25LQ,1
52.016874,-4.834577,SA42 0TU,W92000004,D2,SA420TU,0
51.481532,-3.177917,CF1 4AA,W92000004,C1,CF14AA,1
51.515616,-3.106291,CF3 1SW,W92000004,C1,CF31SW,1
51.762731,-3.286656,NP2 5NQ,W92000004,D1,NP25NQ,0
53.313706,-3.825747,LL30 1WX,W92000004,C1,LL301WX,1
52.081499,-4.642891,SA43 2LD,W92000004,F2,SA432LD,0
51.677441,-4.047102,SA4 2JP,W92000004,C1,SA42JP,1
51.574712,-3.998421,SA3 5XS,W92000004,C1,SA35XS,1
51.580201,-2.816983,NP26 3PB,W92000004,D1,NP263PB,0
53.053824,-4.13628,LL54 6TL,W92000004,F2,LL546TL,0
51.642355,-3.045453,NP44 4EW,W92000004,C1,NP444EW,1
51.680702,-3.632982,SA13 3BT,W92000004,D1,SA133BT,0
51.613508,-3.006575,NPT 6JB,W92000004,C1,NPT6JB,1
53.062839,-3.052816,LL11 5SU,W92000004,D1,LL115SU,0
51.651425,-3.935604,SA6 8PA,W92000004,C1,SA68PA,1
51.770293,-4.391939,SA33 5JT,W92000004,E2,SA335JT,0
51.539388,-3.362018,CF7 8BA,W92000004,C1,CF78BA,1
51.620239,-3.95532,SA1 6BU,W92000004,C1,SA16BU,1
51.56253,-3.262645,CF15 7UY,W92000004,C1,CF157UY,1
51.497391,-3.183556,CF14 3JS,W92000004,C1,CF143JS,1
53.307702,-3.355185,LL18 6EA,W92000004,E1,LL186EA,0
51.431663,-3.218351,CF6 4XA,W92000004,C1,CF64XA,1
51.94119,-3.411647,LD3 8WB,W92000004,D2,LD38WB,0
51.735886,-4.204824,SA15 5JA,W92000004,F1,SA155JA,0
53.279323,-4.097578,LL58 8ZF,W92000004,E1,LL588ZF,0
51.57122,-3.9986,SA3 4PW,W92000004,C1,SA34PW,1
51.605473,-3.100258,NP1 6BX,W92000004,C1,NP16BX,1
51.776047,-3.207879,NP23 6BB,W92000004,C1,NP236BB,1
51.465736,-3.193634,CF24 0UD,W92000004,C1,CF240UD,1
51.568071,-3.233754,CF83 1TY,W92000004,C1,CF831TY,1
51.51488,-3.170131,CF2 6ED,W92000004,C1,CF26ED,1
51.477921,-3.179264,CF1 1LN,W92000004,C1,CF11LN,1
51.728658,-3.746033,SA10 8TG,W92000004,D1,SA108TG,0
53.094737,-3.055432,LL11 5EP,W92000004,E1,LL115EP,0
51.640163,-3.191446,NP12 2HH,W92000004,E1,NP122HH,0
51.644688,-3.479018,CF41 7TY,W92000004,C1,CF417TY,1
51.693076,-4.956633,SA72 6SY,W92000004,D1,SA726SY,0
51.491997,-3.215048,CF5 2AB,W92000004,C1,CF52AB,1
51.780693,-3.288617,NP2 3AE,W92000004,F1,NP23AE,0
51.647959,-3.924033,SA1 5YW,W92000004,C1,SA15YW,1
53.31789,-3.495602,LL18 1ZS,W92000004,C1,LL181ZS,1
53.213356,-4.15611,LL57 2LX,W92000004,C1,LL572LX,1
51.583423,-2.948178,NP9 9QW,W92000004,C1,NP99QW,1
51.588446,-3.315876,CF37 5NX,W92000004,C1,CF375NX,1
51.644917,-3.219783,CF82 7QJ,W92000004,C1,CF827QJ,1
52.58169,-4.075203,LL36 9HN,W92000004,F2,LL369HN,0
51.592623,-3.26628,CF83 4ET,W92000004,D1,CF834ET,0
51.577177,-3.225429,CF8 1AP,W92000004,C1,CF81AP,1
53.059292,-3.003399,LL11 2DE,W92000004,C1,LL112DE,1
51.744184,-3.366808,CF47 0PB,W92000004,C1,CF470PB,1
51.624461,-3.923244,SA1 8HD,W92000004,C1,SA18HD,1
51.500868,-3.212863,CF14 2SH,W92000004,C1,CF142SH,1
51.490701,-3.701071,CF36 3TF,W92000004,C1,CF363TF,1
51.589527,-2.971401,NPT 8HQ,W92000004,C1,NPT8HQ,1
51.589753,-3.21908,CF83 3SY,W92000004,C1,CF833SY,1
51.954165,-4.520564,SA33 6SF,W92000004,F2,SA336SF,0
51.745751,-3.36897,CF47 0NS,W92000004,C1,CF470NS,1
51.665684,-3.138616,NP11 5GA,W92000004,C1,NP115GA,1
52.659341,-3.145848,SY21 7WY,W92000004,D2,SY217WY,0
51.4971,-3.149507,CF3 7UZ,W92000004,C1,CF37UZ,1
51.482323,-3.230402,CF5 5AG,W92000004,C1,CF55AG,1
53.307164,-4.63657,LL65 1TT,W92000004,C2,LL651TT,1
52.680925,-3.176264,SY21 9WH,W92000004,F2,SY219WH,0
51.665867,-3.925934,SA6 8AP,W92000004,C1,SA68AP,1
51.644822,-3.045033,NP44 4PX,W92000004,C1,NP444PX,1
51.585028,-3.43102,CF39 8ER,W92000004,D1,CF398ER,0
51.663723,-3.211555,NP2 1FH,W92000004,C1,NP21FH,1
53.11155,-2.93694,LL12 0EH,W92000004,E1,LL120EH,0
51.645463,-2.690771,NP6 6AE,W92000004,C1,NP66AE,1
51.700668,-3.038983,NP4 6YG,W92000004,C1,NP46YG,1
51.627197,-3.463395,CF40 2AS,W92000004,C1,CF402AS,1
51.562562,-3.023122,NP10 8XB,W92000004,C1,NP108XB,1
51.590679,-3.046489,NP10 1BS,W92000004,C1,NP101BS,1
52.418355,-4.063155,SY23 3UY,W92000004,C2,SY233UY,1
51.561201,-3.353653,CF38 2BW,W92000004,C1,CF382BW,1
51.503488,-3.228911,CF4 2YY,W92000004,C1,CF42YY,1
51.687395,-3.229951,CF81 8XN,W92000004,C1,CF818XN,1
53.050443,-2.981234,LL13 8RH,W92000004,C1,LL138RH,1
52.050847,-4.343176,SA44 4HZ,W92000004,F2,SA444HZ,0
51.724114,-3.061556,NP4 7EN,W92000004,C1,NP47EN,1
51.465745,-3.193634,CF10 5XQ,W92000004,C1,CF105XQ,1
52.414762,-4.083957,SY23 5WZ,W92000004,C2,SY235WZ,1
51.804161,-4.598644,SA34 0LU,W92000004,F2,SA340LU,0
53.14162,-3.311049,LL15 1UA,W92000004,F1,LL151UA,0
51.702249,-3.719792,SA11 4DD,W92000004,F1,SA114DD,0
53.288417,-3.695512,LL29 9LY,W92000004,C1,LL299LY,1
52.415206,-4.086209,SY23 2AS,W92000004,C2,SY232AS,1
51.664861,-3.194393,NP12 1YA,W92000004,C1,NP121YA,1
51.498784,-3.161074,CF3 7BP,W92000004,C1,CF37BP,1
51.500341,-3.549964,CF31 3RT,W92000004,C1,CF313RT,1
51.739125,-3.824127,SA8 4QT,W92000004,C1,SA84QT,1
52.994395,-3.037175,LL14 6BB,W92000004,C1,LL146BB,1
51.627213,-3.969577,SA1 6PL,W92000004,C1,SA16PL,1
51.682107,-3.382093,CF45 3RL,W92000004,C1,CF453RL,1
51.491329,-3.137363,CF24 2RT,W92000004,C1,CF242RT,1
51.408688,-3.487751,CF6 9SE,W92000004,C1,CF69SE,1
52.338498,-3.040265,LD7 1LE,W92000004,E2,LD71LE,0
51.580222,-3.318585,CF37 1DN,W92000004,C1,CF371DN,1
51.788667,-4.006475,SA18 3TJ,W92000004,C1,SA183TJ,1
51.467448,-3.147322,CF1 5UH,W92000004,C1,CF15UH,1
51.799371,-3.18311,NP3 4ST,W92000004,C1,NP34ST,1
52.791363,-3.758143,LL40 2BF,W92000004,E2,LL402BF,0
51.775059,-3.20607,NP23 9BB,W92000004,C1,NP239BB,1
53.286951,-3.641567,LL22 8LR,W92000004,D1,LL228LR,0
53.167498,-3.14398,CH7 9ER,W92000004,C1,CH79ER,1
52.717495,-3.200625,SY21 9DL,W92000004,E2,SY219DL,0
51.837035,-2.821421,NP5 4NL,W92000004,F1,NP54NL,0
51.870543,-4.776228,SA66 7JD,W92000004,F2,SA667JD,0
51.516389,-3.191715,CF14 4LW,W92000004,C1,CF144LW,1
51.719169,-5.022614,SA73 1BT,W92000004,C1,SA731BT,1
53.161406,-3.076137,CH7 2AJ,W92000004,C1,CH72AJ,1
52.241665,-3.378457,LD1 6ZY,W92000004,D2,LD16ZY,0
51.613032,-3.404026,CF39 9UB,W92000004,C1,CF399UB,1
51.521719,-3.093121,CF3 0PD,W92000004,C1,CF30PD,1
51.66558,-4.068634,SA4 6UQ,W92000004,C1,SA46UQ,1
51.6454,-3.060757,NP4 4HW,W92000004,C1,NP44HW,1
53.139118,-3.799181,LL26 0ZG,W92000004,D2,LL260ZG,0
51.585414,-3.040999,NP10 9BN,W92000004,C1,NP109BN,1
51.529058,-3.092922,CF3 0NA,W92000004,C1,CF30NA,1
51.743759,-3.36517,CF47 0PE,W92000004,C1,CF470PE,1
51.736656,-2.96585,NP5 1QD,W92000004,F1,NP51QD,0
51.465745,-3.193634,CF11 1AH,W92000004,C1,CF111AH,1
51.41612,-3.253674,CF6 7LB,W92000004,C1,CF67LB,1
51.5214,-3.147236,CF2 7ED,W92000004,C1,CF27ED,1
51.778922,-5.10308,SA62 3JX,W92000004,E1,SA623JX,0
51.648396,-3.811217,SA11 2AP,W92000004,C1,SA112AP,1
